Group,Image1,Image2,Image3,Image4,AudioFile,Adjective,TargetLocation,Label,AdjTime,NounTime,NPTime,AudioDur
B,dinosaur.png,scarf.png,boot.png,icecubetray.png,bigboot.mp3,big,3,filler,1000,1518,1000,1904
B,horn.png,lungs.png,panther.png,peanut.png,smallpeanut.mp3,small,4,filler,894,1586,894,2091
B,ladle.png,gorilla.png,crutches.png,peach.png,longladle.mp3,long,1,filler,1002,1561,1002,2108
B,ostrich.png,fridge.png,top.png,stickynote.png,shortfridge.mp3,short,2,filler,997,1639,997,2175
B,chili.png,shovel.png,hairbrush.png,slippers.png,shorthairbrush.mp3,short,3,filler,1101,1827,1101,2574
B,butterfly.png,martini.png,nailpolish.png,basket.png,smallbasket.mp3,small,4,filler,1054,1854,1054,2559
B,bridge.png,monkey.png,salt.png,wreath.png,longbridge.mp3,long,1,filler,1062,1845,1062,2368
B,thimble.png,steak.png,robot.png,nailclipper.png,thicksteak.mp3,thick,2,filler,1060,1698,1060,2282
B,pliers.png,oreo.png,fries.png,envelope.png,skinnyfries.mp3,skinny,3,filler,1079,1892,1079,2523
B,foot.png,zipper.png,racket.png,paperclip.png,thinpaperclip.mp3,thin,4,filler,1173,1945,1173,2696
B,thumb.png,streetlight.png,parachute.png,marker.png,bigthumb.mp3,big,1,filler,1252,1820,1252,2167
B,swimsuit.png,trampoline.png,tiger.png,cleaver.png,shorttrampoline.mp3,short,2,filler,1013,1668,1013,2372
B,slingshot.png,lizard.png,chopsticks.png,leg.png,longchopsticks.mp3,long,3,filler,1114,1816,1114,2695
B,birdhouse.png,drill.png,swing.png,worm.png,skinnyworm.mp3,skinny,4,filler,915,1552,915,2074
B,skunk.png,beaker.png,binderclip.png,tape.png,smallskunk.mp3,small,1,filler,1018,1630,1018,2209
B,snail.png,coffin.png,gum.png,lettuce.png,longcoffin.mp3,long,2,filler,1042,1695,1042,2241
B,witch.png,pyramid.png,turkey.png,cheese.png,fatturkey.mp3,fat,3,filler,996,1562,996,1957
B,donut.png,palmtree.png,recordplayer.png,fly.png,bigfly.mp3,big,4,filler,1113,1624,1113,2141
B,skeleton.png,dishsoap.png,tack.png,recyclingbin.png,shortskeleton.mp3,short,1,filler,955,1558,955,2181
B,bouncehouse.png,waterfall.png,taxi.png,dentures.png,bigwaterfall.mp3,big,2,filler,1100,1572,1100,2246
B,camel.png,stamp.png,limo.png,syringe.png,longlimo.mp3,long,3,filler,994,1601,994,2062
B,peanutbutter.png,hospital.png,sunscreen.png,whale.png,fatwhale.mp3,fat,4,filler,1039,1619,1039,2100
B,pill.png,raspberry.png,bathtub.png,elf.png,smallpill.mp3,small,1,filler,962,1766,962,2200
B,island.png,rose.png,oven.png,porcupine.png,longrose.mp3,long,2,filler,1008,1694,1008,2282
B,jelly.png,banjo.png,panda.png,telescope.png,fatpanda.mp3,fat,3,filler,936,1539,936,2105
B,slinky.png,quilt.png,donkey.png,stopsign.png,tallstopsign.mp3,tall,4,filler,1015,1637,1015,2439
B,koala.png,checkbook.png,fire.png,scrunchie.png,bigkoala.mp3,big,1,filler,1012,1436,1012,2020
B,hoodie.png,spring.png,kangaroo.png,tray.png,longspring.mp3,long,2,filler,921,1492,921,2069
B,puzzle.png,towel.png,vendingmachine.png,stretcher.png,tallvendingmachine.mp3,tall,3,filler,1007,1490,1007,2388
B,waffles.png,cigar.png,diaper.png,parrot.png,bigparrot.mp3,big,4,filler,1123,1664,1123,2219
B,cooler.png,ducttape.png,bat.png,beret.png,smallcooler.mp3,small,1,filler,971,1716,971,2174
B,wolf.png,earbuds.png,blender.png,crane.png,longearbuds.mp3,long,2,filler,963,1656,963,2447
B,crib.png,indexcards.png,beet.png,paint.png,fatbeet.mp3,fat,3,filler,1064,1671,1064,2063
B,crepe.png,scale.png,pajamas.png,cheetah.png,thincheetah.mp3,thin,4,filler,925,1587,925,2104
B,measuringtape.png,perfume.png,ring.png,snorkel.png,longmeasuringtape.mp3,long,1,filler,970,1567,970,2431
B,nachos.png,thermometer.png,frisbee.png,honey.png,shortthermometer.mp3,short,2,filler,1007,1700,1007,2406
B,unicycle.png,toothpaste.png,flag.png,sombrero.png,shortflag.mp3,short,3,filler,911,1625,911,2094
B,papertowel.png,goat.png,mango.png,teacher.png,shortteacher.mp3,short,4,filler,977,1724,977,2197
B,flyswatter.png,chapstick.png,squirrel.png,ferriswheel.png,shortflyswatter.mp3,short,1,filler,979,1729,979,2486
B,flute.png,baker.png,notebook.png,dishwasher.png,shortbaker.mp3,short,2,filler,1034,1821,1034,2283
B,microwave.png,lighter.png,tornado.png,bucket.png,bigtornado.mp3,big,3,filler,1199,1656,1199,2344
B,lighthouse.png,iguana.png,protractor.png,mop.png,shortmop.mp3,short,4,filler,1089,1798,1089,2327
B,muffin.png,newspaper.png,haystack.png,walker.png,shortmuffin.mp3,short,1,filler,949,1532,949,2196
B,pinata.png,net.png,rat.png,snowcone.png,shortnet.mp3,short,2,filler,949,1634,949,2108
B,plant.png,sheep.png,rake.png,sandcastle.png,shortrake.mp3,short,3,filler,1024,1713,1024,2169
B,washingmachine.png,tractor.png,spaghetti.png,snake.png,shortsnake.mp3,short,4,filler,887,1407,887,1940
B,clown.png,television.png,yarn.png,window.png,tallclown.mp3,tall,1,filler,1221,1860,1221,2425
B,mirror.png,bone.png,frame.png,gasoline.png,smallbone.mp3,small,2,filler,1139,2065,1139,2385
B,cookie.png,doll.png,string.png,feather.png,skinnystring.mp3,skinny,3,filler,1028,1631,1028,2267
B,floss.png,binder.png,smoothie.png,glasses.png,thinglasses.mp3,thin,4,filler,998,1690,998,2459
B,shoe.png,banana.png,bible.png,cane.png,thickshoe.mp3,thick,1,filler,1042,1594,1042,2134
B,strawberry.png,can.png,buffalo.png,canteloupe.png,skinnycan.mp3,skinny,2,filler,1031,1823,1031,2301
B,cereal.png,jacket.png,fox.png,asparagus.png,skinnyfox.mp3,skinny,3,filler,1066,1729,1066,2480
B,tricycle.png,chips.png,stocking.png,waterbottle.png,shortwaterbottle.mp3,short,4,filler,1016,1686,1016,2470
B,sponge.png,car.png,starfish.png,coffeebean.png,bigsponge.mp3,big,1,practice,1351,1820,1351,2576
B,tent.png,milkshake.png,belt.png,stethoscope.png,tallmilkshake.mp3,tall,2,practice,1251,2038,1251,2748
B,smalllion.png,biglion.png,smallhand.png,toilet.png,smallhand.mp3,small,3,practice,1007,1751,1007,2328
B,church.png,raccoon.png,gps.png,tulip.png,shorttulip.mp3,short,4,practice,1054,1745,1054,2270
B,chocolatebar.png,mouse.png,longstraw.png,shortstraw.png,smallchocolatebar.mp3,small,1,practice,972,1748,972,2533
